loan_id,customer_id,loan_status,loan_amount,state,funded_amount,term,int_rate,installment,grade,issue_date,issue_year,pymnt_plan,type,purpose,description,notes,emp_title,emp_length,home_ownership,annual_inc,annual_inc_joint,verification_status,zip_code,addr_state,avg_cur_bal,Tot_cur_bal
114551,rifyGf5b9c17Cf297ab9e94fda589e7ed15e1c9ub8e2b9l,Current,11725.0,VT,11725.0, 60 months,0.1757,295.01001,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,manufacturing floater,4 years,RENT,45000.0,,Verified,057xx,VT,1560.0,15602.0
114982,f1ebfR4a9db9bdf8cc8jedc7002e8900408b504zfeacd1o80G,Current,11950.0,WV,11950.0, 60 months,0.1561,288.14001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,maintenance supervisor,10+ years,MORTGAGE,90000.0,,Not Verified,260xx,WV,7163.0,78788.0
115426,9dc8zd19545c0rd7yf593PeadWb7058a0c9d84cb86ecS,Current,12000.0,TX,12000.0, 60 months,0.1659,295.60001,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,driver,5 years,OWN,72000.0,,Source Verified,768xx,TX,6074.0,60737.0
115440,83120c03M16qJfab7eej1f99A43b8b01cl047ec10dd86c4dad7a5,Current,12000.0,CA,12000.0, 60 months,0.1999,317.85999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,,n/a,RENT,38000.0,,Verified,921xx,CA,5748.0,40238.0
115442,e0b5afb4c391Ef9db47cbdf03d1b008dc17tb5t808db4041f,Current,12000.0,IL,12000.0, 60 months,0.2049,321.20999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,System Coordinator,10+ years,MORTGAGE,53000.0,,Verified,627xx,IL,20475.0,204751.0
115656,07cdb01b16c3e9Tcbdfe0eCccd79bEd7At00c12if885pI,Current,12000.0,IL,12000.0, 60 months,0.2245,334.51001,E,04-2014,2014.0,False,INDIVIDUAL,small_business,Business,desc,Director,1 year,RENT,200000.0,,Verified,606xx,IL,26885.0,564575.0
117726,0bae07Yfcbfge41af899f5b4ae0c108abc1f1c9cf26cate2bb0eef,Current,12000.0,TN,12000.0, 36 months,0.079,375.48999,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Business Manager,2 years,MORTGAGE,62500.0,,Not Verified,379xx,TN,24722.0,197779.0
118626,bc10bbkb2Jb3afU17e3e2fbba4uf092vd286faca9fad7f,Current,12000.0,CA,12000.0, 36 months,0.089,381.04001,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Registered nurse,6 years,RENT,120000.0,,Verified,928xx,CA,6211.0,62109.0
119109,b29aebcceb9dbN10b1tdbffbae089fdQa2e0re4af1cf2,Current,12000.0,IL,12000.0, 36 months,0.0967,385.35001,B,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Architect,5 years,MORTGAGE,82000.0,,Not Verified,606xx,IL,4723.0,33058.0
121524,fa14fcb512Jf3ea9d8cg06aa93cefa84a7rl08990erd2f00b,Current,12000.0,TX,12000.0, 36 months,0.1249,401.39001,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,auto door tech,10+ years,MORTGAGE,70450.813,,Source Verified,788xx,TX,13478.0,134782.0
121868,f2gOf2YTj0efc19Aa4Dbaf398c3bbd2n89f1dcc59007Leae5d4c8,Late (31-120 days),12000.0,TX,12000.0, 36 months,0.1299,404.26999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,market service specialist,10+ years,MORTGAGE,62000.0,,Not Verified,770xx,TX,30494.0,121974.0
125152,fef5a6e7kd6c91519b7fc1b07c9acf9opc5acf9W94eec28789S1bG,Current,12000.0,TN,12000.0, 60 months,0.1199,266.88,B,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,General Manager,7 years,MORTGAGE,70000.0,,Not Verified,370xx,TN,14079.0,140786.0
126348,92Udaffd9favbbdba60816e180wYa8a47c68bn8deaeec990,Current,12000.0,TX,12000.0, 60 months,0.1416,280.22,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Claim Handler,< 1 year,MORTGAGE,35000.0,,Not Verified,751xx,TX,38510.0,192548.0
126352,9e92b5UY8a9a0fb9a8beafe1710hb0e69PccS96gb6b892cc,In Grace Period,12000.0,MD,12000.0, 60 months,0.1416,280.22,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Project Manager,5 years,MORTGAGE,72400.0,,Source Verified,214xx,MD,49827.0,298960.0
126545,88ebfab98efa981eb6d4c18attefTe9a21c591bb1b,Current,12000.0,MI,12000.0, 60 months,0.1464,283.22,C,04-2014,2014.0,False,INDIVIDUAL,medical,Medical expenses,desc,Account Service Manager,3 years,RENT,38000.0,,Source Verified,483xx,MI,5213.0,52130.0
126915,Rccfaaaaa4a3b3d4D95a9ba98V96deaYbecbc79dY8dac19,Current,12000.0,FL,12000.0, 60 months,0.1531,287.44,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,City Carrier,1 year,OWN,100000.0,,Source Verified,334xx,FL,54515.0,490638.0
127007,c997Qb116d0a0cdte2e099caad41db6b119Pc0Z931c0j1304e3,Current,12000.0,PA,12000.0, 60 months,0.1561,289.34,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Tech,9 years,RENT,60000.0,,Source Verified,168xx,PA,8737.0,26211.0
127011,J04b2tHe8ddc211bec5sed05faGc11b10b89b014f188a1,Current,12000.0,KY,12000.0, 60 months,0.1561,289.34,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Manager / Mortgage Consultant,3 years,MORTGAGE,45000.0,,Not Verified,412xx,KY,39322.0,235931.0
127020,Obaha08a960b07eeCc4f894dcce06r1ciecb1c4ab05bac4Eg,Current,12000.0,NY,12000.0, 60 months,0.1561,289.34,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,RN,4 years,MORTGAGE,72000.0,,Not Verified,141xx,NY,12830.0,115474.0
127651,wF16Xa0favacce13Jafd0b9a5Nb4986e489d501910c3ee,Current,12000.0,CT,12000.0, 60 months,0.1757,301.92999,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Registered Nurse,< 1 year,MORTGAGE,75000.0,,Verified,067xx,CT,1570.0,31400.0
128457,18Ye5c14Od2c2e896pb1c3144af890106bdcqcc11e4cc7a1Ha7,Current,12000.0,WA,12000.0, 60 months,0.2245,334.51001,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Buyer,2 years,OWN,90000.0,,Not Verified,982xx,WA,12422.0,223592.0
128519,b7Pfbffe0857fb5Gce8bDba4o05fdoddtVm88f1Tbek,Current,12000.0,AK,12000.0, 60 months,0.2343,341.26001,F,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Aircraft Mechanic,10+ years,OWN,85000.0,,Source Verified,990xx,AK,3485.0,38338.0
128924,af9df7f8cc8aT19f41ae28ea8Ce1bdmee85abdaf1jd1ab0ceO,Current,12050.0,NV,12050.0, 60 months,0.1947,315.70999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,manager,6 years,MORTGAGE,33600.0,,Not Verified,891xx,NV,2690.0,43034.0
129146,c0a3d961e88afa981d6d698bd07931aAf59506fbc2b7179b8a,Current,12175.0,IL,12175.0, 60 months,0.1999,322.5,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Paralegal,1 year,MORTGAGE,29120.0,,Not Verified,605xx,IL,22021.0,110107.0
130543,9151fd1e8f3583bfbae4b91efac5sop109fefdbeea515abefV90,Current,12600.0,OH,12600.0, 60 months,0.1561,303.81,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Administrative Assit Secretary,10+ years,MORTGAGE,40000.0,,Source Verified,440xx,OH,4543.0,63605.0
130895,a05fba3rsd4t87a5d3fbTebr32a0a6we55e79da68fWbbU,Current,12625.0,TX,12625.0, 36 months,0.1464,435.42999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Business System Analyst,1 year,MORTGAGE,72000.0,,Not Verified,761xx,TX,6941.0,97168.0
130968,e6b8b19bOmr8dc604cfc009a82dbbfd6d6aeUb8kf7a0Ca1,In Grace Period,12675.0,KY,12675.0, 36 months,0.1531,441.31,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Medical Transcriptionist,10+ years,MORTGAGE,37500.0,,Source Verified,410xx,KY,2282.0,31942.0
131067,5MX17f38412l99t84deb10bdcQ9d1f9c8ecdecnc1f59b14C18,Current,12750.0,CA,12750.0, 60 months,0.2049,341.29001,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Senior Accountant,10+ years,MORTGAGE,60000.0,,Source Verified,917xx,CA,43659.0,480246.0
131454,a811V9d9c9g1dIc1oK95b8p9bbdf1Ie4f0f712d58e17ccq,Current,12800.0,LA,12800.0, 60 months,0.1825,326.78,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Office manager,10+ years,RENT,35000.0,,Source Verified,701xx,LA,4374.0,21868.0
131791,dbic987j2918ee9e0NCud8e686f894g02Kddece4b1f19f18ud7aa,Current,12800.0,NY,12800.0, 36 months,0.2118,483.42999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Court Stenographer,10+ years,RENT,85000.0,,Source Verified,114xx,NY,4480.0,40322.0
134363,11nZ8i8d90f7a5c392e5aef6GN84a393I19Ca403f0cf,Current,13000.0,LA,13000.0, 60 months,0.1249,292.41,B,04-2014,2014.0,False,INDIVIDUAL,major_purchase,Major purchase,desc,COTA,4 years,MORTGAGE,50000.0,,Verified,700xx,LA,11466.0,206388.0
134562,a4Dccedb1ge9ae1bfaKba511geI1dedoe3dec0f108f5,Current,13000.0,TX,13000.0, 60 months,0.1464,306.82001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Office Manager,< 1 year,RENT,40000.0,,Source Verified,750xx,TX,4736.0,28418.0
134566,beccc4f39d8be8a13baef9dMub716b0d205c7Omecyfcadae,Current,13000.0,TX,13000.0, 60 months,0.1464,306.82001,C,04-2014,2014.0,False,INDIVIDUAL,major_purchase,Major purchase,desc,Payroll Clerk / General Cashier,3 years,RENT,42369.0,,Source Verified,761xx,TX,1519.0,9114.0
134619,3haca8f896a5ac0aa97v5bd93190I8brf8a7wff1aba,Current,13000.0,OR,13000.0, 60 months,0.1561,313.45001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sr Business Systems Analyst,10+ years,MORTGAGE,88000.0,,Source Verified,970xx,OR,19089.0,286328.0
134681,b0ta30f02f0e6Q9fi8ea89e8288811ca40cf3f8e01d00Ire5c8,Current,13000.0,FL,13000.0, 60 months,0.1659,320.23001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,,n/a,MORTGAGE,58825.801,,Verified,338xx,FL,15900.0,79500.0
134832,06ibac4f11adccc1987d0084t98abH94d4je9K05e2ff,Current,13000.0,NY,13000.0, 60 months,0.2049,347.98001,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Vault Custodian,10+ years,RENT,35000.0,,Verified,144xx,NY,2530.0,27830.0
134982,1ff3019b18beeew98dfOC3nAf2PJ1fP1te899f8gW7f,Current,13075.0,CA,13075.0, 60 months,0.1199,290.79001,B,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,ROI Representative,8 years,MORTGAGE,103524.0,,Source Verified,917xx,CA,1863.0,16766.0
135028,efac01W91b1cdc3Eebfa7f98ea9b407dG9b6M1cbf12c596e5g,Current,13100.0,IL,13100.0, 60 months,0.1999,347.0,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,inbound dock manager,7 years,MORTGAGE,62000.0,,Not Verified,601xx,IL,68162.0,477132.0
135441,caf1eba3naee6d2rbe9401Fc5feef01dfc196sLbd805abd7c3W,Current,13200.0,CA,13200.0, 60 months,0.1464,311.54001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Manager,10+ years,MORTGAGE,94126.0,,Source Verified,923xx,CA,39754.0,397543.0
135442,84119e838bb1fa18b080fbf99998eF03d914eeb4aazc34ecbcM,Current,13200.0,PA,13200.0, 60 months,0.1464,311.54001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,On-Site Support,1 year,RENT,40000.0,,Source Verified,152xx,PA,3321.0,43170.0
135465,iKf48400bcetd4b988tl18defe7d5f9c8w0Te502c,Current,13200.0,PA,13200.0, 60 months,0.1757,332.12,D,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Teacher,10+ years,MORTGAGE,90000.0,,Source Verified,152xx,PA,25478.0,152866.0
136152,0cvn02d393heac7bfRcfb5W82n9ac0198117b999,Current,13500.0,NC,13500.0, 36 months,0.1199,448.32999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Teacher,3 years,RENT,44000.0,,Not Verified,276xx,NC,6239.0,162201.0
136825,Te0ddE140fhedpVJe202c7r85e4nB9131700bba7Wef03,Current,13700.0,NY,13700.0, 36 months,0.1757,492.34,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Bus operator,2 years,RENT,40000.0,,Verified,114xx,NY,5968.0,41773.0
136853,a3nca8cf818bce105afef84f29981lm92ddnVfab59ca5Q,Current,13700.0,OH,13700.0, 60 months,0.245,398.10999,F,04-2014,2014.0,False,INDIVIDUAL,other,Other,desc,cnc programer,< 1 year,MORTGAGE,120000.0,,Source Verified,443xx,OH,20069.0,200685.0
139054,861e0eEa3b4f4acfUf4VIt8dXHc6B891bfdad7d5bc00,Current,14000.0,MD,14000.0, 36 months,0.1299,471.64999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,"VP Finance, Dir. of Production",10+ years,RENT,114400.0,,Verified,211xx,MD,4974.0,114413.0
141488,a89F95bdra319eeb0a9f789ebc388Odc01FQfde2dcd3,Current,14150.0,OH,14150.0, 36 months,0.1659,501.60999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,,n/a,MORTGAGE,37060.0,,Verified,456xx,OH,5944.0,89167.0
141611,ad90cd9bp8df91803dcEc98EbdccLee85dec2n0cf0W8e,Current,14250.0,AR,14250.0, 60 months,0.2199,393.48999,E,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Producer/Editor,1 year,MORTGAGE,50000.0,,Source Verified,722xx,AR,5428.0,27142.0
141685,0ef1ehpe0e8hfeyab99bd97c28a9db297c3L8eDr0651baaeb17,Current,14300.0,IL,14300.0, 60 months,0.1416,333.92999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,P&D Driver,7 years,MORTGAGE,72000.0,,Not Verified,604xx,IL,39001.0,312008.0
141691,af8ad7196e50eb20ea2tf19ce7de8ea7ec0cebSceabc406cd18b6,Current,14300.0,WA,14300.0, 60 months,0.1757,359.79001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Plumber,6 years,RENT,58240.0,,Source Verified,980xx,WA,8493.0,50957.0
141786,ef81160bE92i80Kef8ecb8a3a5Mr16Ice821ccaa6c182aaa3fa,Current,14375.0,CA,14375.0, 60 months,0.1892,372.26999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,CUSTOMER SERVICE/QUALITY CONTROL,4 years,RENT,36000.0,,Source Verified,908xx,CA,4379.0,61299.0
143094,384wf4cbf4i7fn8dJe708n818d9b9ar92d2i95d0dcd7a9,Current,14400.0,OR,14400.0, 60 months,0.1659,354.72,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Illustrator,< 1 year,RENT,42556.801,,Source Verified,970xx,OR,4558.0,36462.0
143096,A8516b6841dd7JVbcnd78de4e7c59qseBa6abL89db9bdf,Late (31-120 days),14400.0,FL,14400.0, 60 months,0.1659,354.72,D,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Receiving Supervisor,10+ years,MORTGAGE,45000.0,,Not Verified,336xx,FL,8702.0,95719.0
143248,1bN0cacdd9f8295M13d9e89fcdcEuebAfcf9b3Y15KQ9694176,Current,14400.0,KS,14400.0, 60 months,0.2118,391.03,E,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Office Manager,6 years,RENT,50000.0,,Source Verified,672xx,KS,2625.0,41996.0
143998,eae7ff8ee1eb28dr8dmvf9bcV0c7fefkc5e1Y1fb7UG07bbb7,Current,14700.0,DC,14700.0, 60 months,0.1825,375.29001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Admission rep,10+ years,RENT,35000.0,,Verified,200xx,DC,1228.0,15970.0
144118,ece7dc811cfc882e7f1ccacd1t88e7bcU87bco1db1fd707c80006s,Current,14775.0,AL,14775.0, 60 months,0.1561,356.25,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,screener,10+ years,MORTGAGE,39680.0,,Source Verified,357xx,AL,4209.0,21043.0
144779,PRFySP06cfWhcfHa4B10cae1a7ccsd01410K19,Current,15000.0,TX,15000.0, 36 months,0.0762,467.42999,A,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Truck Driver,3 years,MORTGAGE,78000.0,,Source Verified,761xx,TX,18554.0,204090.0
145260,d39bcda4cf82a0a9c5d2a7e2a013Vd9oa1d868a84c7Yc2006a3cc,Current,15000.0,KS,15000.0, 36 months,0.1561,524.47998,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Director of Risk & Records Info. Mgmt,10+ years,RENT,117000.0,,Source Verified,660xx,KS,2426.0,38817.0
146283,mM8914f28b9dt01aa83b9Dc1ec1bbabfSHf65b7bc0f9da1,Current,15000.0,IL,15000.0, 36 months,0.0662,460.56,A,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Special Assistant to the CFO,2 years,RENT,59000.0,,Not Verified,606xx,IL,6474.0,103588.0
153057,19b1b05ac1f5d9Bd8e0a2c07901d83dce510a1f9Bcb1bdba5,Current,15000.0,CA,15000.0, 36 months,0.1531,522.26001,C,04-2014,2014.0,False,INDIVIDUAL,other,Other,desc,manager,10+ years,RENT,40000.0,,Source Verified,900xx,CA,926.0,14817.0
155801,a2cdaefcbdb3b2W88HLZ98c795tS13d9c64ffyWaee0V,Current,15000.0,MA,15000.0, 60 months,0.1249,337.39999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,"Manager, New Business",1 year,MORTGAGE,100000.0,,Not Verified,015xx,MA,19994.0,179948.0
156393,eafb97btdaVebMffB7f0s1c0fb9d0c2c40edea896c36afG88,Current,15000.0,CT,15000.0, 60 months,0.1365,346.31,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,RN,10+ years,MORTGAGE,90000.0,,Verified,064xx,CT,20556.0,226119.0
156888,naac8o69ek898baaezB1cd6Fe4e9b516e583def9dce71a,Current,15000.0,FL,15000.0, 60 months,0.1464,354.03,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Contract Specialist,4 years,MORTGAGE,60000.0,,Not Verified,327xx,FL,9705.0,242631.0
156889,f8W0810m8c12sc6c202d392u85f96Kf7dbP87c4Ob2c50b18fn5e4,Current,15000.0,OH,15000.0, 60 months,0.1464,354.03,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,co manager,10+ years,OWN,47000.0,,Not Verified,451xx,OH,15676.0,125407.0
156893,rf1P8bX18b7e9b6aad159ec4e5fa0f129f87ore6ecf7bb82f7,Current,15000.0,KS,15000.0, 60 months,0.1464,354.03,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,equipment operator/ truck driver,8 years,MORTGAGE,59000.0,,Not Verified,665xx,KS,22446.0,134676.0
157210,zaac8tad87cey8f9e8493e2zcad6a817td8f7hVZDb1,Current,15000.0,NC,15000.0, 60 months,0.1531,359.29999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Assistant Professor,4 years,MORTGAGE,63000.0,,Not Verified,272xx,NC,19637.0,235645.0
158506,5daebPabbd604rf9d595kc18c1ee7Bfcn1dvL1b0183wX98,Current,15000.0,TN,15000.0, 60 months,0.1947,393.0,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,driver,4 years,MORTGAGE,88000.0,,Not Verified,376xx,TN,12830.0,128303.0
159299,e00bInfa2088502X92e5eaa968d05Ub0Aady98d1Y95e407,Current,15100.0,NY,15100.0, 36 months,0.1757,542.65002,D,04-2014,2014.0,False,INDIVIDUAL,other,Other,desc,Porter,6 years,RENT,42000.0,,Verified,104xx,NY,1161.0,5804.0
159349,fdff0f87a6c3K4bf91c4c9dii9b0V8ftacD4Ia483o,Current,15125.0,LA,15125.0, 60 months,0.1659,372.57001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Adminstrative assistant ,10+ years,MORTGAGE,45000.0,,Not Verified,700xx,LA,9565.0,200856.0
159558,kfec6P88P90bee1f0fUafde15W91mha0da88f7f8ecddabe,Current,15225.0,CA,15225.0, 36 months,0.1561,532.34003,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Physical Therapist/ASM,4 years,RENT,122000.0,,Verified,954xx,CA,10461.0,115081.0
159576,9fd99c9edecde48ddf01dfa8baf7949cd5bbf2898c0013caP9d9ec995,Current,15250.0,NY,15250.0, 60 months,0.2049,408.20999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Security Guard,< 1 year,OWN,45000.0,,Source Verified,122xx,NY,4886.0,14658.0
159796,05c28ccd17fBn6f1i8fabeb91c9ae213b59f9812Ddc8egbe05c4,Current,15350.0,CA,15350.0, 36 months,0.1365,522.03003,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Senior Custodian,6 years,RENT,35000.0,,Source Verified,900xx,CA,3112.0,21786.0
160065,92ud6Cb30edddec6a4ve0b0bc0cbfbf74Ai1384f8c1ca1d,Current,15500.0,CO,15500.0, 60 months,0.1825,395.70999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Mill works specialist ,< 1 year,RENT,52000.0,,Source Verified,806xx,CO,2112.0,27452.0
160302,A8ed9U8e10c4a0138fHdea7eeacW93cbd1a0bKta5e0f2a3bQ85,Current,15500.0,NC,15500.0, 60 months,0.1416,361.95001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Manager,1 year,MORTGAGE,105000.0,,Not Verified,275xx,NC,16482.0,214267.0
160767,83c0a4c58f941ed8bc83baU0004dcZS1f15IZc71cf4088a9cc4Vac,Current,15600.0,CO,15600.0, 60 months,0.1561,376.14001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sr. Security Engineer,3 years,RENT,97600.0,,Source Verified,805xx,CO,380.0,3043.0
160863,fdd3b1Kcfe5c93e09c94be12c4af00a0ypBf9f1fdbfka3e0F,Current,15625.0,NJ,15625.0, 60 months,0.1757,393.13,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,ISSO,10+ years,MORTGAGE,55498.0,,Source Verified,080xx,NJ,11959.0,155464.0
161187,1aE99VK8addl9Le41cIb0cf9bya3cfb85abe5a3d3cfb8ad8ca,Late (31-120 days),15825.0,VA,15825.0, 60 months,0.1757,398.16,D,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Media Specialist,10+ years,MORTGAGE,55000.0,,Source Verified,235xx,VA,25846.0,232612.0
161269,07cfef82e8c605fdUJ97fe8dVedkced2d0b0gfcdbuf01418,Current,15875.0,CA,15875.0, 36 months,0.1892,581.28003,D,04-2014,2014.0,False,INDIVIDUAL,other,Other,desc,Human Resource,2 years,RENT,55000.0,,Source Verified,928xx,CA,1591.0,6363.0
163107,e41b80Ofdf4vfbjBScac6D9c9db51f88b8dSd4a2f9af0bb099,Current,16000.0,KS,16000.0, 36 months,0.0762,498.59,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,high school counselor,10+ years,RENT,70000.0,,Source Verified,662xx,KS,5801.0,34807.0
163599,cd92Me412iZ023a5bacbbceefbf78ebaae83f191p8879fceH,Current,16000.0,AR,16000.0, 36 months,0.089,508.06,A,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,claims clerk,10+ years,OWN,42000.0,,Source Verified,729xx,AR,1575.0,20478.0
164557,w1bg9acff1nacef9bf97H8efecd0fb9i82b8nda0fb210b9c9,Current,16000.0,IN,16000.0, 36 months,0.1199,531.35999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Assistant Clinical Professor,7 years,MORTGAGE,50000.0,,Source Verified,463xx,IN,13198.0,131977.0
167063,b9ke81f0ef25Wh9aaed3f2d9b482f3ob2d480cab9cd95fa,Current,16000.0,SC,16000.0, 60 months,0.1249,359.89001,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Owner / Self,10+ years,MORTGAGE,120000.0,,Source Verified,291xx,SC,30423.0,273804.0
167976,83ee82bdc885Kf8W9dd3MGb6589f410adNffd6ff9704H98,Current,16000.0,MD,16000.0, 60 months,0.1464,377.63,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,National Sales director,1 year,MORTGAGE,160000.0,,Not Verified,210xx,MD,38475.0,500180.0
167979,dd9499c3efc98fN82mf18ae9fbS1491deefe2eacb516f6be17,Current,16000.0,AZ,16000.0, 60 months,0.1464,377.63,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Physical Therapist,10+ years,MORTGAGE,70000.0,,Not Verified,853xx,AZ,24542.0,319048.0
168237,Uda07cc1bvPed0e9P1b108c8ae52de89b9e5f601abUa606DA,Current,16000.0,GA,16000.0, 60 months,0.1531,383.25,C,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Account Executive,3 years,MORTGAGE,62000.0,,Source Verified,302xx,GA,6658.0,53265.0
168245,d0dbe492bd9ae0d98frve486d9cedd8c177fq82we3Md019N,Current,16000.0,CA,16000.0, 60 months,0.1531,383.25,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sales Support Consultant,10+ years,RENT,62000.0,,Source Verified,941xx,CA,2702.0,16210.0
168250,4c0e7Ua5f88fe1O0cvece1a0fe296c0b69a87eec3FA0b,Current,16000.0,CT,16000.0, 60 months,0.1531,383.25,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Senior Tax Analyst,5 years,MORTGAGE,93000.0,,Source Verified,062xx,CT,2702.0,24322.0
